longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,median_house_value (Predicted),ocean_proximity
-122.47,37.75,51,2713,396,1090,401,9.3603,488018.84,500001,NEAR BAY
-117.7,33.47,21,1857,399,881,380,3.8403,246595.08,350000,<1H OCEAN
-121.27,38.64,22,1597,280,657,273,4.3098,156604,213500,INLAND
-118.25,33.84,19,1731,420,1032,364,3.8125,207338,208100,<1H OCEAN
-122.25,37.87,42,1756,465,2184,422,2.5562,154594,371400,NEAR BAY
-118.03,33.94,34,1748,386,917,378,3.4792,195968,169000,<1H OCEAN
-119.79,36.7,23,1731,363,1210,341,1.3922,55009,49500,INLAND
-121.33,38.65,23,2446,523,1132,513,2.6266,108124,198500,INLAND
-118.16,34.69,35,3114,583,1974,545,3.9028,127568.97,126800,INLAND
-122.08,37.7,25,3402,758,1645,710,3.4934,201696,209900,NEAR BAY
-118.14,34.02,42,1384,458,1825,455,1.4178,134278,145500,<1H OCEAN
-117.01,32.71,20,3506,692,1977,668,2.981,141423,129100,NEAR OCEAN
-122,37.3,29,3429,524,1518,520,7.218,430397.24,400700,<1H OCEAN
-119.61,36.59,10,2842,620,1443,576,2.2727,74097,92700,INLAND
-117.2,34.52,12,4476,761,2255,735,3.925,109065,118500,INLAND
-118.48,34.25,36,1951,395,1040,375,5.1619,230347,195300,<1H OCEAN
-118.31,34.06,36,369,147,145,136,0.8804,225367.04,450000,<1H OCEAN
-117.08,33.14,15,1497,250,827,239,4.3846,190391,154200,<1H OCEAN
-122.44,37.78,52,3017,851,1588,800,3.3882,449387.36,471400,NEAR BAY
-118.44,34.07,35,1973,332,1257,296,8.9565,498754.99,500001,<1H OCEAN
-117.65,33.63,16,3388,425,1395,427,8.4471,397709.08,351300,<1H OCEAN
-121.76,37.29,15,2267,348,1150,327,7.1267,318955.03,277900,<1H OCEAN
-122.49,38.3,14,2844,602,1613,544,3.3571,201274,193600,<1H OCEAN
-122.46,37.59,21,12902,2118,6160,2082,5.7653,339878.08,325800,NEAR OCEAN
-121.08,38.9,27,3436,755,1568,709,2.4273,133329,138400,INLAND
-121.31,38.67,27,1998,353,970,343,4.8224,159235,115500,INLAND
-122.07,37.58,16,1644,251,1033,267,6.5116,327154.04,244300,NEAR BAY
-115.37,32.82,14,1276,270,867,261,1.9375,66360,80900,INLAND
-117.37,34,36,730,155,476,142,2.4306,94753,88900,INLAND
-117.23,32.81,24,3271,508,1496,482,5.9359,305922.05,422200,NEAR OCEAN
-121.48,38.57,47,2438,804,1148,747,1.4301,85521,141700,INLAND
-123.96,40.57,31,1854,365,883,310,2.3167,98638.01,92600,<1H OCEAN
-121.98,37.53,28,2829,566,1610,540,4.6,242757.01,223200,<1H OCEAN
-117.11,33.23,13,5819,919,2228,866,4.9335,229238.01,298100,<1H OCEAN
-117.97,34.09,27,3569,761,3339,762,4.1304,176848,160500,INLAND
-121.46,38.56,52,1878,393,722,381,3.3348,157605,122800,INLAND
-117.89,33.76,36,2656,572,2370,571,3.8056,198301,177200,<1H OCEAN
-117.61,33.41,35,2556,404,946,399,6.1557,333680.13,402900,NEAR OCEAN
-122.41,37.75,52,2524,559,1430,476,3.4073,307050,254700,NEAR BAY
-118.99,36.07,21,983,165,672,169,2.975,79847,63900,INLAND
-118.04,34.13,39,2485,382,1072,342,6.0878,364839.04,430200,INLAND
-121.33,38.63,23,1947,409,866,400,2.7181,106174,156800,INLAND
-122.03,37.35,16,1156,198,455,216,7.2779,340717.04,292900,<1H OCEAN
-118.26,34.1,52,1310,263,689,208,4.0721,283311.03,350000,<1H OCEAN
-117.12,34.06,38,281,55,151,52,1.3906,76306,120800,INLAND
-121.03,37.62,46,2331,508,1210,484,2.5313,93605,77700,INLAND
-118.17,33.86,10,1664,508,1369,493,2.9886,170417,175000,<1H OCEAN
-118.34,34.18,46,1393,301,714,295,2.8125,211496.01,229900,<1H OCEAN
-121.44,38.51,27,7212,1606,4828,1549,2.214,110410,82400,INLAND
-121.29,38.61,17,13553,2474,6544,2359,3.9727,141790,132700,INLAND
-117.19,32.78,34,4108,664,1659,644,4.4097,225374.07,252000,NEAR OCEAN
-117.14,32.71,52,979,314,975,297,1.2375,107134,100000,NEAR OCEAN
-118.32,33.9,36,1520,300,831,291,4.0473,205035,212100,<1H OCEAN
-118.37,34.16,11,2901,871,1659,789,3.1106,265267.04,209400,<1H OCEAN
-117.93,33.88,45,1306,293,585,260,4.0812,213225.05,241700,<1H OCEAN
-122.01,37.39,16,3015,829,1769,807,4.0068,243611.01,249500,<1H OCEAN
-118.18,34.11,44,1346,398,1204,344,2.3984,166615,152200,<1H OCEAN
-118.31,33.95,44,2490,430,1305,411,4.8295,247629.03,149600,<1H OCEAN
-118.4,33.89,31,2926,492,1149,476,7.9611,483997.84,500001,<1H OCEAN
-118.98,35.38,39,1497,383,1182,355,1.0648,48615,50000,INLAND
-119.57,36.72,11,2510,460,1248,445,3.6161,102169,99500,INLAND
-122.43,37.8,52,2520,649,959,607,5.7934,406879.23,500001,NEAR BAY
-122.54,38.14,16,4431,603,1659,630,7.5412,417394.18,392100,NEAR BAY
-118.91,34.4,30,2861,613,2065,586,3.2024,202193,176100,<1H OCEAN
-122.4,37.77,52,144,63,1061,68,4.3958,288629.04,225000,NEAR BAY
-119.02,36.07,29,2610,597,1659,571,1.5911,63874,60800,INLAND
-118.15,34.03,44,603,207,588,218,2.0536,179109,186400,<1H OCEAN
-118.09,33.91,14,2369,604,1546,464,3.7969,189204,159400,<1H OCEAN
-118.37,33.88,21,966,172,417,158,5.5335,364302.06,342600,<1H OCEAN
-117.98,33.76,28,3215,652,2066,636,4.0194,192496,197400,<1H OCEAN
-121.9,37.34,52,241,69,385,64,2.619,206051.01,212500,<1H OCEAN
-121.79,38.68,24,3794,848,2225,864,2.8068,134238,95300,INLAND
-121.93,37.25,32,1555,287,779,284,6.0358,294539.01,260100,<1H OCEAN
-118.16,34.16,52,1576,239,696,249,6.07,324133.02,261800,<1H OCEAN
-118.41,35.63,15,5907,1257,2310,1001,2.3125,90276,96900,INLAND
-118.94,34.17,15,1679,271,928,264,5.5681,284917.02,235600,<1H OCEAN
-118.26,33.89,36,923,165,603,191,3.5687,157449,120700,<1H OCEAN
-119.68,36.63,39,1237,256,638,239,3.0139,81790,65300,INLAND
-122.34,37.97,19,2237,580,1438,551,2.3382,145025,120700,NEAR BAY
-118.06,33.72,22,4311,531,1426,533,9.8177,476737.64,500001,NEAR OCEAN
-118.35,33.89,30,1143,299,776,273,4.2829,251775,240000,<1H OCEAN
-118.48,34.01,31,1829,458,719,392,4.4,362253.16,353800,<1H OCEAN
-118,33.76,14,1120,319,982,307,2.9083,202895,179200,<1H OCEAN
-121.77,36.94,18,1063,341,1033,313,2.0192,137779,171300,<1H OCEAN
-118.68,34.27,26,1561,212,817,242,5.477,254312.01,209100,<1H OCEAN
-119.06,35.36,9,1228,234,409,212,4.3482,129937,95200,INLAND
-121.98,36.99,14,6787,1454,3416,1357,3.5943,271092,262400,NEAR OCEAN
-122.25,37.82,28,3337,855,1520,802,3.9063,250288.01,225000,NEAR BAY
-117.8,33.55,35,2067,428,724,377,5.8371,317017.05,500001,<1H OCEAN
-122.43,37.72,48,1289,280,782,235,3.6719,277063.04,259800,NEAR BAY
-117.07,33.72,16,4928,960,2132,853,2.7983,116685,112500,INLAND
-122.28,37.86,52,1999,417,780,358,3.3906,229177,179300,NEAR BAY
-118.29,33.96,31,4022,1208,3707,1007,1.3096,140610,116300,<1H OCEAN
-122.44,37.73,52,2381,492,1485,447,4.3898,323065.02,270000,NEAR BAY
-118.4,34.15,41,2394,500,837,417,4.3889,382719.19,380400,<1H OCEAN
-122.65,38.01,40,1428,280,708,255,5.0766,310625.01,305400,NEAR OCEAN
-122.27,37.53,43,1145,230,586,254,3.5,286763.04,267400,NEAR OCEAN
-119.22,34.34,29,3128,672,1815,648,2.9821,225751,175700,NEAR OCEAN
-117.4,33.94,37,987,187,551,191,3.5865,129976,112000,INLAND
-122.74,38.45,17,3064,588,1704,590,3.9329,238954,170900,<1H OCEAN
-117.41,34.23,17,889,131,439,141,6.1426,190658.01,155000,INLAND
-118.5,34.2,34,1617,344,938,305,3.915,226183,217700,<1H OCEAN
-117.66,33.57,16,4277,565,1642,549,8.0082,389300.1,286600,<1H OCEAN
-118.62,34.26,15,10860,1653,4178,1581,6.3249,323575.03,262100,<1H OCEAN
-119.27,36.39,17,2076,350,998,340,4.3281,116418,145700,INLAND
-118.2,34.03,41,1292,334,1150,322,1.925,128800,135200,<1H OCEAN
-117.27,33.55,4,6112,890,2088,712,5.5351,269039.01,429000,<1H OCEAN
-118.12,34.18,44,2357,342,891,337,6.3467,370505.19,352700,INLAND
-121.8,37.26,26,1394,238,990,315,4.8862,215975,195000,<1H OCEAN
-122.09,37.39,30,1722,490,1057,517,3.725,256928.01,261300,NEAR BAY
-122.71,38.46,42,1574,376,844,369,2.314,140456,169400,<1H OCEAN
-120.96,37.66,16,4961,902,2654,804,4.2823,169371,138300,INLAND
-118.25,33.98,44,1087,335,1441,310,1.6667,101452,112500,<1H OCEAN
-117.93,34.09,37,1185,225,769,235,4.4625,198064,154200,<1H OCEAN
-122,37.28,33,2170,311,854,303,8.3605,466954.7,500001,<1H OCEAN
-118.02,34.11,39,1504,280,718,261,4.625,215520,219000,INLAND
-122.67,38.24,29,2644,464,1372,450,5.0544,256400,261800,<1H OCEAN
-122.22,37.48,34,1541,584,1564,558,2.56,213010,250000,NEAR OCEAN
-118.35,34.05,47,2815,679,1533,594,2.5806,257119.07,234100,<1H OCEAN
-121.8,36.69,12,3877,914,2274,858,3.4239,186218,194800,<1H OCEAN
-122.24,38.31,38,1938,301,823,285,6.1089,336424.03,280800,NEAR BAY
-122.03,37.95,32,1955,313,804,317,4.9485,220486,202300,NEAR BAY
-117.17,32.69,45,3168,598,1341,562,4.5189,239420.04,422200,NEAR OCEAN
-120.84,38.73,17,2616,492,1158,457,2.8807,120885,142600,INLAND
-122.2,38.1,5,9567,1729,4620,1580,4.4821,202476,210000,NEAR BAY
-121.23,37.79,21,1922,373,1130,372,4.0815,166261,117900,INLAND
-117.37,34.08,17,2029,404,1190,437,2.9554,102800,115000,INLAND
-117.23,32.8,31,1403,388,724,371,2.6403,212715.01,216100,NEAR OCEAN
-118.01,33.92,34,4039,694,2269,663,5.2305,246190,205100,<1H OCEAN
-123.13,40.85,18,1650,377,675,282,1.8933,86010,84700,INLAND
-118.26,34.06,33,1950,1047,3707,1012,1.7238,193807,110000,<1H OCEAN
-117.89,33.73,33,1308,375,2175,347,3.0824,159361,177400,<1H OCEAN
-119.13,35.22,5,6268,1003,3269,980,5.1457,139889,118200,INLAND
-119.69,36.79,15,2524,451,1207,424,2.7404,85455,76300,INLAND
-117.2,33.24,12,4992,,2106,801,6.2079,274654.04,307300,<1H OCEAN
-122.29,37.98,27,2133,347,850,350,5.1046,259832,209800,NEAR BAY
-121.88,37.33,45,1192,371,1084,345,2.8594,208301,205900,<1H OCEAN
-122.09,37.39,36,1035,196,475,205,5.5385,333833.03,359000,NEAR BAY
-118.46,34.06,46,1302,215,482,226,7.0674,438685.43,500001,<1H OCEAN
-118.77,34.26,26,3038,468,1825,468,5.6385,239887.01,196900,<1H OCEAN
-119.28,35.5,28,3107,782,3260,738,1.6944,69004,58600,INLAND
-122.13,37.41,36,4787,900,2039,890,5.4063,370396.03,440900,NEAR BAY
-120.07,36.96,34,1457,239,557,226,3.6181,124583,96500,INLAND
-117.13,33.15,15,2241,381,997,390,3.4833,169612,193200,<1H OCEAN
-121.24,38.72,12,3605,576,1556,549,4.9,198236,203700,INLAND
-121.99,37.81,17,465,83,146,75,4.9018,282129.09,188500,<1H OCEAN
-118.27,34.15,22,2265,637,1684,561,2.6729,191155,217100,<1H OCEAN
-121.88,37.3,42,1867,398,927,389,4.325,256230,247000,<1H OCEAN
-118.25,34.23,34,2421,475,1232,454,4.6852,255476.01,296200,<1H OCEAN
-116.98,32.8,28,5721,1029,2672,1054,3.963,174481,164400,<1H OCEAN
-116.95,32.79,19,11391,3093,7178,2905,2.0326,152815,123200,<1H OCEAN
-118.23,33.9,28,1108,284,1498,289,2.4706,135061,88800,<1H OCEAN
-117.11,32.66,52,25,5,14,9,1.625,171833,118800,NEAR OCEAN
-118.21,34.02,52,22,7,55,7,7.5752,448727.44,67500,<1H OCEAN
-117.71,33.49,5,1680,254,617,231,8.583,400723.25,397700,<1H OCEAN
-122.28,37.77,27,3997,1073,1901,966,3.75,228988.02,242800,NEAR BAY
-117.69,34.08,30,4255,773,2129,730,4.5185,177944,142500,INLAND
-124.06,40.88,12,2087,424,1603,438,2.5667,114259,139500,NEAR OCEAN
-118.4,33.87,26,6712,1441,2803,1394,5.2276,437608.6,434500,<1H OCEAN
-121.13,37.74,31,677,144,523,159,2.4598,120067,97100,INLAND
-118.3,33.82,25,2659,765,2629,726,2.6368,187317,175900,<1H OCEAN
-118.13,34.13,52,2826,381,924,365,7.9976,492246.83,500001,<1H OCEAN
-118.29,34.17,17,3852,1066,2986,993,2.3482,222569.01,255400,<1H OCEAN
-118.3,33.72,35,2790,,1167,441,6.2028,359517.18,361500,NEAR OCEAN
-117.9,33.85,32,1605,314,986,306,3.3375,191848,186200,<1H OCEAN
-122.44,37.8,52,3257,735,1045,620,4.5523,478368.7,500001,NEAR BAY
-122.58,38.59,33,1239,262,539,246,3.5208,152920,195800,INLAND
-117.97,33.84,25,2471,518,1539,500,4.2679,201234,191700,<1H OCEAN
-121.62,39.77,23,1759,366,788,359,1.8125,72991,93500,INLAND
-122.08,37.63,34,1619,293,1148,310,4.0326,179272,164700,NEAR BAY
-118.25,34.06,52,174,66,249,57,1.7763,245017.02,312500,<1H OCEAN
-117.97,33.93,35,1887,328,989,351,4.1321,200791.01,198100,<1H OCEAN
-119.45,36.6,42,510,88,247,99,2.5,100317,73000,INLAND
-120.15,39.36,9,2254,400,694,243,5.6856,231602,138100,INLAND
-119.34,36.31,14,1635,422,870,399,2.7,88908,88900,INLAND
-118.29,33.99,39,979,235,857,236,2.5547,135474,108900,<1H OCEAN
-117.62,34.07,15,4061,811,2884,734,3.3936,130343,127000,INLAND
-117.12,32.75,25,2222,634,1025,568,1.64,118915,130000,NEAR OCEAN
-117.94,33.82,24,4735,955,2600,868,5.0764,263956.02,228600,<1H OCEAN
-122.42,37.76,52,2038,629,2007,596,2.5701,293153,266700,NEAR BAY
-117.98,33.74,16,4636,908,2341,825,4.4261,240209.05,304700,<1H OCEAN
-119.11,35.39,22,984,176,451,170,3.25,90792,88900,INLAND
-120.44,34.96,39,1228,379,851,341,1.899,146855,113300,<1H OCEAN
-116.87,33.76,5,4116,761,1714,717,2.5612,120262,130800,INLAND
-124.03,40.45,34,1006,213,443,158,2.6094,105013,71300,<1H OCEAN
-118.35,33.86,24,2139,481,971,418,4.3859,293636.01,271300,<1H OCEAN
-117.07,32.75,31,2036,501,1263,442,2.5583,121135,120700,NEAR OCEAN
-118.48,34.01,40,2198,611,1023,567,3.755,340111.11,398300,<1H OCEAN
-121.54,38.29,47,1396,254,630,218,2.8616,127178,92500,INLAND
-117.98,34.04,34,2547,537,2108,498,3.4722,176046,154600,<1H OCEAN
-117.83,33.75,22,6433,1174,2703,1125,4.9957,255363.01,296400,<1H OCEAN
-120.97,37.68,16,2493,535,1370,504,3.3368,128100,121200,INLAND
-118.31,34.06,30,3110,1269,2535,1218,1.6987,263716.02,412500,<1H OCEAN
-117.79,34.11,18,3814,721,1881,692,4.4722,156890,215600,INLAND
-117.14,32.91,14,3014,710,2165,705,3.7837,172827,160300,<1H OCEAN
-121.94,37.33,37,818,269,576,261,2.1902,212826,250000,<1H OCEAN
-118.45,34.18,39,1810,388,839,380,3.7171,220233,228800,<1H OCEAN
-117.72,34.02,17,1781,262,860,256,6.5958,234929,236800,INLAND
-117.86,33.76,15,851,297,1326,254,2.8289,175307,117500,<1H OCEAN
-121.28,38.14,37,3278,623,1431,575,3.3987,123823,99500,INLAND
-119.45,35.15,33,5050,964,2293,919,3.1592,87241,75400,INLAND
-119.95,38.94,24,2180,517,755,223,2.5875,109597,173400,INLAND
-118.3,33.9,27,3267,762,2099,647,3.4,211118,224100,<1H OCEAN
-118.32,34.62,31,1398,273,884,299,4.8409,156447,264900,INLAND
-117.69,35.65,5,1131,276,520,232,4.0167,121356,87500,INLAND
-118.1,33.83,37,2059,349,825,334,4.0603,225892,225200,<1H OCEAN
-122.92,39.08,24,341,64,146,57,4,139227,166300,INLAND
-118.09,34.01,42,897,229,1094,238,2.0729,141325,114100,<1H OCEAN
-119.81,34.46,22,3488,452,1479,458,7.1687,424449.46,384400,NEAR OCEAN
-121.36,38.73,21,2253,416,1050,411,3.141,111340,220100,INLAND
-120.99,39.18,23,2550,457,1016,405,3.6607,137962,153000,INLAND
-124.19,40.77,30,2975,634,1367,583,2.442,104408,69000,NEAR OCEAN
-117.96,33.77,32,4398,905,2777,884,4.1321,202558,222800,<1H OCEAN
-117.93,33.64,15,1707,514,1335,434,2.7543,176654,177800,<1H OCEAN
-118.04,33.72,14,4494,1048,2222,963,4.7821,265972.01,169400,<1H OCEAN
-121.04,37.3,6,2657,486,1409,392,3.3824,133866,115500,INLAND
-118.81,34.28,20,3678,684,1882,694,4.1607,208739,196800,<1H OCEAN
-121.74,36.79,16,3841,620,1799,611,4.3814,211378,245300,<1H OCEAN
-121.97,38.34,11,1500,319,899,304,4.5568,179115,127200,INLAND
-122.24,37.81,52,2485,313,953,327,6.8591,428903.42,352400,NEAR BAY
-122.6,38.11,19,1752,328,873,336,3.8068,213983,201600,<1H OCEAN
-116,32.74,26,1134,280,329,158,1.4338,70179,43900,INLAND
-118.18,34.03,40,2631,698,2920,677,2.0764,148622,145600,<1H OCEAN
-118.07,33.86,17,3666,562,2104,579,5.6818,279870,338900,<1H OCEAN
-118.19,33.9,32,2762,652,2677,632,2.5719,143355,105600,<1H OCEAN
-117.7,34.07,33,1552,288,1326,303,3.7969,131466,128400,INLAND
-121.29,37.99,45,965,198,498,195,1.6944,62048,75200,INLAND
-117.02,32.69,7,6055,1004,3031,952,4.436,190725.08,135000,NEAR OCEAN
-122.3,37.84,14,7355,2408,3100,2051,4.0018,235219.01,143800,NEAR BAY
-118.31,34,52,1542,309,939,276,1.6892,118948,129100,<1H OCEAN
-120.86,37.77,38,1545,279,662,266,3.825,143213,96400,INLAND
-122.31,37.54,38,1946,407,975,417,4.0726,356474.06,385400,NEAR OCEAN
-118.19,34.14,38,1826,300,793,297,5.2962,280148.02,291500,<1H OCEAN
-120.76,37.73,16,1343,241,732,195,3.5833,127513,187500,INLAND
-122.49,38.32,17,3308,720,1587,632,3.2727,208273,176000,<1H OCEAN
-118.2,33.77,40,2034,899,1257,797,1.2864,165152,131300,NEAR OCEAN
-121.98,38.35,16,1697,267,832,277,4.4375,159957,132600,INLAND
-122.54,37.98,52,1758,316,607,264,5.5083,349194.05,371900,NEAR BAY
-122.24,37.75,27,4051,753,1499,797,4.8711,253547,286600,NEAR BAY
-120.7,35.32,46,118,17,6532,13,4.2639,232859.02,350000,NEAR OCEAN
-117.76,35.22,4,18,3,8,6,1.625,170459,275000,INLAND
-118.13,33.8,36,1496,271,743,265,4.4312,225620.01,226000,<1H OCEAN
-122.04,37.33,22,4011,963,2206,879,4.5721,285098.03,351200,<1H OCEAN
-118.34,34.01,38,2318,735,1407,702,1.6187,197033.01,266700,<1H OCEAN
-121.8,37.3,16,906,149,605,148,4.8173,232623.01,235600,<1H OCEAN
-118,34.07,34,1696,456,1609,426,2.25,112597,138500,INLAND
-122.03,38.26,25,4617,1046,2685,1011,2.9576,128798,108500,INLAND
-121.4,38.47,4,20982,3392,10329,3086,4.3658,158630,130600,INLAND
-117.02,32.74,12,3301,963,2000,879,1.8594,129151,119200,NEAR OCEAN
-122.44,37.71,46,1230,247,895,257,5.3913,342116.04,248900,NEAR BAY
-118.14,33.91,32,1981,472,1371,431,3.1204,185152,204200,<1H OCEAN
-117.12,32.75,17,2060,633,1251,602,1.9886,119405,119200,NEAR OCEAN
-118.12,34.07,45,1770,423,1410,389,3.0592,198964,212500,<1H OCEAN
-121.04,38.81,11,3522,623,1456,544,3.93,162262,163400,INLAND
-117.06,32.77,18,2269,682,1329,581,1.7951,124968,161800,NEAR OCEAN
-117.2,34.48,7,4998,953,2764,891,3.205,105910,101900,INLAND
-122.27,37.24,30,2762,593,1581,502,5.1002,327914.03,319400,NEAR OCEAN
-118.12,34.69,27,3019,501,1580,523,3.7804,126259.99,113500,INLAND
-121.49,38.56,52,1844,392,667,353,3.0033,122690,103500,INLAND
-117.62,34.09,26,3271,595,2259,566,4.0139,135100,132000,INLAND
-118.4,34.2,13,4859,1293,3351,1200,3.6875,207916,211900,<1H OCEAN
-122.21,37.78,52,1056,224,792,245,2.6583,177969,142600,NEAR BAY
-121.98,38.34,18,3876,916,2386,867,2.5938,124280,129500,INLAND
-122.57,38.11,24,2863,734,1583,682,3.1981,206964,215300,NEAR BAY
-122.48,37.71,29,1048,150,455,152,6.1278,351563.09,417600,NEAR OCEAN
-122.03,37.56,31,4981,964,2841,924,4.8962,232530,220200,NEAR BAY
-118.04,33.81,27,2990,515,1849,497,5.6846,249340,216100,<1H OCEAN
-117.99,33.82,21,2281,557,1510,460,2.8625,185760,189600,<1H OCEAN
-118.46,34.02,29,2329,833,1953,800,2.6639,294746.02,233300,<1H OCEAN
-120.88,38.32,18,2791,492,1187,438,3.2589,122811,103000,INLAND
-121.09,40.3,15,1717,336,501,206,3.6477,139761,113400,INLAND
-117.48,34.08,17,1834,390,1253,357,3.1028,110784,106400,INLAND
-117.89,33.61,45,1883,419,653,328,4.2222,393404.51,500001,<1H OCEAN
-121.41,38.34,24,1605,277,1966,250,3.0833,110391,162500,INLAND
-118.13,33.85,36,1885,391,1049,405,3.55,199937,212800,<1H OCEAN
-117.89,33.91,33,1264,224,527,227,3.7321,191541.02,216500,<1H OCEAN
-121.83,37.23,7,5389,903,2232,825,6.6659,304690.03,500001,<1H OCEAN
-120.66,40.42,35,1450,325,717,297,2.5074,94651,66400,INLAND
-117.13,32.76,33,1591,461,794,425,2.6333,165229,140000,NEAR OCEAN
-118.1,33.85,36,956,159,416,157,4.6429,200329,223700,<1H OCEAN
-117.94,33.9,27,2029,242,711,254,9.7956,429418.45,500001,<1H OCEAN
-122.64,38.96,29,883,187,326,136,1.7273,92313,58200,INLAND
-121.37,38.62,27,1743,380,697,368,1.6678,75439,166100,INLAND
-119.03,35.37,52,1503,367,554,277,1.6786,62993,126600,INLAND
-120.95,37.65,14,5200,1119,3221,1102,2.6964,119123,107000,INLAND
-118.17,34.03,43,1636,506,1855,502,2.2902,148997,152400,<1H OCEAN
-117.24,33,16,2512,356,795,353,7.5975,375933.18,369100,NEAR OCEAN
-122.4,37.75,26,54,9,23,9,6.1359,317779.03,225000,NEAR BAY
-117.71,33.64,14,2945,356,1293,335,8.111,357570.07,308900,<1H OCEAN
-120.2,40.26,26,2399,518,1037,443,2.6765,97522,47600,INLAND
-116.25,33.81,24,880,187,507,169,3.4583,108901,67500,INLAND
-121.32,37.96,46,1832,365,975,373,2.0398,83841,88100,INLAND
-122.24,38.25,33,213,36,91,33,4.9167,247118.07,187500,NEAR BAY
-121.83,37.26,7,3609,751,1739,682,4.5033,227741,213100,<1H OCEAN
-117.91,33.63,20,3442,1526,1427,977,3.1985,250171.04,106300,<1H OCEAN
-121.91,37.81,7,3477,416,1216,395,13.1499,445744.66,500001,INLAND
-117.88,34.13,33,3713,718,2106,720,4.0023,197211,185500,<1H OCEAN
-122.08,37.66,37,1997,436,1349,437,2.1382,143730,166600,NEAR BAY
-118.19,33.78,31,1648,484,898,457,1.5844,131250,162500,NEAR OCEAN
-120.24,39.67,40,690,129,305,110,2.3625,93621,62500,INLAND
-121.44,38.43,3,39320,6210,16305,5358,4.9516,189730,153700,INLAND
-117.05,33.05,6,7916,1293,2741,1204,5.6436,252820,278600,<1H OCEAN
-122.39,37.72,52,135,34,93,26,2.1484,204334.01,181300,NEAR BAY
-121.82,37.32,10,2506,623,2634,622,3.135,167149,231400,<1H OCEAN
-121.48,38.56,52,814,216,327,181,2.8542,135777,125000,INLAND
-122.94,38.57,33,1530,266,728,250,5.1005,273600.01,266700,<1H OCEAN
-117.2,34.04,23,1762,267,1132,279,5.9915,180434,153200,INLAND
-120.18,34.62,25,1337,219,671,225,3.1912,211162,226400,NEAR OCEAN
-118.66,34.23,18,897,142,263,110,6.1288,307835.04,350000,<1H OCEAN
-118.44,34,41,1562,377,874,368,4.1083,321639.01,324300,<1H OCEAN
-118.34,34.17,52,1133,212,545,222,4.875,292166.01,249500,<1H OCEAN
-117.76,33.72,11,4508,618,1993,573,10.4498,473514.39,386100,<1H OCEAN
-117.36,34.28,18,3903,715,1388,428,4.2386,143302.99,157200,INLAND
-117.3,34.07,34,567,143,387,138,1.7981,82723,73300,INLAND
-119.31,36.31,18,3860,760,1643,664,2.0714,70496,92600,INLAND
-118.19,33.98,36,4179,,4582,1196,2.0087,145400,172100,<1H OCEAN
-116.99,32.81,18,10968,1521,4439,1501,6.2787,281818.03,250000,<1H OCEAN
-122.61,38.26,17,2864,487,1482,547,4.6833,245425.01,215200,<1H OCEAN
-118.54,34.17,11,1080,174,386,160,6.1274,310888.04,315900,<1H OCEAN
-117.91,33.63,32,1901,400,946,418,2.7264,174963,311100,<1H OCEAN
-118.36,34.1,37,7097,2010,2913,1939,2.875,267049.07,300000,<1H OCEAN
-117.92,34.01,35,3055,634,3738,615,3.375,183614,127200,<1H OCEAN
-120.35,39.34,29,1986,474,337,100,4.0278,127499,95800,INLAND
-118.49,34.24,35,2707,446,1224,445,5.2939,238183.01,244200,<1H OCEAN
-117.12,32.56,20,2524,682,1819,560,2.9286,147710,257700,NEAR OCEAN
-122.21,37.79,34,2364,557,1517,516,2.8365,162744,139200,NEAR BAY
-121.94,37.53,33,2095,342,941,304,5.761,278051,259600,<1H OCEAN
-117.08,32.82,10,5177,856,2190,816,5.9734,256947,271700,<1H OCEAN
-119.06,36.15,25,2402,478,1527,461,2.3194,68284,52900,INLAND
-118.36,34.07,52,2046,451,944,435,3.4265,343673.04,456900,<1H OCEAN
-119.53,36.65,43,1676,320,1056,276,2.5562,71573,93200,INLAND
-117.62,34.11,31,2561,414,1204,435,4.4637,156910,192800,INLAND
-118.94,34.24,5,10018,1233,4253,1120,8.9063,455814.37,500001,<1H OCEAN
-118.5,33.97,29,2737,808,1157,696,5.128,427429.53,500001,<1H OCEAN
